PART,MANUFACTURER,DESCRIPTION,SYSTEM,COMPONENT,ASSEMBLY,constructed_code
2613514C1,NAVISTAR,"BEARING, CUP, INPUT, OUTER",18,5,2,018-005-002
2613515C1,NAVISTAR,"BEARING, CONE, INPUT, OUTER",18,5,1,018-005-001
261461,MAXON,BULKHEAD UNION FITTING,53,8,4,053-008-004
2614861C92,INTERNATIONAL,"KIT, AC - O-RING / GASKETS",1,4,34,001-004-034
261685,MAXON,"WASHER, FLAT - 3/4 ID",55,1,0,055-001-000
26-1689,AUTOCAR,"FILTER, AIR, CABIN",1,1,219,001-001-219
262300,MAXON,"PIN, CHAIN, SUPPORT",55,1,90,055-001-090
26239,"GATES RUBBER, THE","HOSE, HEATER SILICONE",1,2,26,001-002-026
262682,MAXON,"POWER,UNIT,PICKUP,LIFT,12VDC",55,1,64,055-001-064
262939,MAXON,SOLENOID - 3 PRONG  LIFTGATE,55,0,0,055-000-000
26301R,TRUCK-LITE CO,"LIGHT, MARKER, RED, 2X4, OVAL",34,4,444,034-004-444
26301Y,TRUCK-LITE CO,"LIGHT, CLEARANCE, AMBER, 2X4",34,4,59,034-004-059
263041-11,MAXON,TORSION BAR,55,0,0,055-000-000
263041-32,MAXON,TORSION BAR / MAXON,55,13,,055-013-000
263221,MAXON,"WEARPAD, UPPER SUPPORT ASSEMBL",55,2,1,055-002-001
263225,MAXON,"WEARPAD, LOWER SUPPORT ASSEMBL",55,2,1,055-002-001
263486-01,MAXON,"COVER, CHANNEL",82,0,0,082-000-000
263489-03,MAXON,"COVER, WELDMENT RH - LIFTGATE",55,1,0,055-001-000
264026,MAXON,"TUBE ASSY, F/S",55,0,0,055-000-000
264109,MAXON,"HOSE, ASSY, HYD, LIFTGATE",55,10,10,055-010-010
264109-01,TOYOTA,HOSE ASSY,55,0,0,055-000-000
2642543C91,NAVISTAR,"ROTOR, BRAKE",13,2,124,013-002-124
2643614R1,INTERNATIONAL,LINING FUEL TANK STRAP,44,0,0,044-000-000
2644104R1,NAVISTAR,HOSE FLEX AIR OR OIL,15,5,1,015-005-001
264547,MAXON,LOCKING ARM ASSY,55,0,,055-000-000
264572,MAXON,"HINGE, LIFTGATE  RH",55,1,36,055-001-036
264575-01,MAXON,R/H HINGE,55,1,36,055-001-036
264586,MAXON,"PIN, WELDMENT",55,1,0,055-001-000
264638,MAXON,"TORSION SPRING, LIFTGATE",55,1,,055-001-000
264639,MAXON,"CAM, LIFTGATE LOCKING",82,0,0,082-000-000
264951-04,MAXON,"SWITCH, 6 POSN 9""",65,31,,065-031-000
26550-1PA0A,NISSAN,"TAIL LIGH, RR",34,2,0,034-002-000
26602-26602-71,TOYOTA,"LINK SUB ASSY, ACCELERATOR",3,2,2,003-002-002
266037-01,MAXON,CYLINDER,55,0,0,055-000-000
26607-26602-71,TOYOTA,"ROD, ACCELERATOR LINK",3,2,2,003-002-002
26611-U2230-71,TOYOTA,ACCELERATOR PEDAL,51,0,0,051-000-000
266935-01,MAXON,"ADAPTER, PLUG- LED TRK LITE",55,1,1,055-001-001
267045-10,MAXON,"ROD, HINGE .50 DIA X 82.",55,0,0,055-000-000
267045-28,MAXON,"ROD, HINGE .50 DIA X 38.",55,0,0,055-000-000
2670A,SACKETT SYSS INC.,3 POS 4 WAY VALVE,266,0,0,266-000-000
267265-02,MAXON,"BLOCK WELDMENT ROLLER, BMR",55,0,0,055-000-000
267269-02,MAXON,"BLOCK WELDMENT, STOP SPRT LH",55,0,0,055-000-000
267272-03,MAXON,"ROD , HINGE .50 DIA X 40.50"" L",55,0,0,055-000-000
267272-04,MAXON,"ROD,HINGE .50 DIA X 30.63"" LG",55,0,0,055-000-000
2674,NATIONAL SEAL,"SEAL, WHEEL",18,0,0,018-000-000
26751Y,TRUCK-LITE CO,"LENS, LAMP MARKER LED",34,4,27,034-004-027
26779,MURRAY CLIMATE CNTRL,"CAP, A/C",1,1,416,001-001-416
268008-02,MAXON,"ASSEMBLY, TUBE",55,0,0,055-000-000
268011-01,MFVS,"MOTOR, 12V HEAVY DUTY",0,0,0,000-000-000
268030-01,MAXON,SOLENOID -  4 PRONG SIDE MOUNT,55,0,0,055-000-000
268068-01,MAXON,"PIN, CYLINDER - SS 1” O.D. X 4",55,3,0,055-003-000
268068-02,MAXON,PIN SST 1X5.88 LG,55,1,11,055-001-011
268068-03,MAXON,"PIN  ,1 "" od x 5.5 "" LONG",53,7,25,053-007-025
268068-04,MAXON,"PIN, CYL - 1” X 2-15/16” LG",55,1,22,055-001-022
268068-05,MAXON,"MAXON PIN, SST 1 DIA X 5.38 LG",55,10,0,055-010-000
268068-06,MAXON,"PIN, SST 1 DIA X 6.32 LG",55,10,73,055-010-073
268068-07,MAXON,"PIN, SST 1 DIA X 4.91 LG",55,10,73,055-010-073
268125-01,MAXON,CYLINDER ASSEMBLY FOLD,55,10,4,055-010-004
268126-01,MAXON,"HOSE, LIFT GATE ASSEMBLY",55,10,0,055-010-000
268140-01,MAXON,"MOLDED , HARNESS",55,1,0,055-001-000
268141-01,MAXON,"HARNESS, FLEXIBLE CABLE, MAXON",55,15,0,055-015-000
268142-01,MAXON,MAXON SWITCH AND CABLE - MOLDE,55,0,0,055-000-000
268143-01,MAXON,"CABLE EXTENTION, MOLDED, 21"" L",55,0,0,055-000-000
268143-04,MAXON,LIFTGATE WIRING HARNESS,55,0,,055-000-000
268144-02,MAXON,"HARNESS, GRAVITY DOWN",55,14,0,055-014-000
268145-01,MAXON,"BOX, MAXON CONTROL BOX",55,0,0,055-000-000
268146-01,MAXON,"WIRE , HARNESS",55,1,0,055-001-000
268274-06,MAXON,"LEFT SIDE CABLE 140""",55,9,10,055-009-010
268309-03,MAXON,INNER SWITCH,55,0,0,055-000-000
268325-01G,MAXON,"RUNNER, ASSY",55,0,0,055-000-000
268337-01,MAXON,"MOTOR,  12VDC  H.D.",55,3,0,055-003-000
268339-01,MAXON,PUMP HARNESS,55,0,,055-000-000
2684,OREILLY AUTO PARTS,GOO GONE,50,0,0,050-000-000
268835-01,MAXON,"HEAD, FILTER, OIL, HYDRAULIC",55,10,153,055-010-153
268860-02-900,MAXON,"HEADER, KIT",55,0,0,055-000-000
268866-01,MAXON,"ROLLER, TANDEM",55,1,24,055-001-024
268866-02,MAXON,"ROLLER, TANDEM - LH UPPER",55,1,0,055-001-000
268866-03,MAXON,"ROLLER, TANDEM - RH UPPER",55,2,1,055-002-001
268899-01,MAXON,"ROLLER, SINGLE ROLLER",55,2,0,055-002-000
268899-03,MAXON,"ROLLER ASSY, TANDEM, ALUMINUM,",55,2,0,055-002-000
268PC-4-4,PARKER-HANNIFIN,FITTING,55,0,0,055-000-000
269015-12,MAXON,"P/UNIT, NO BLOCK",55,0,0,055-000-000
269042-01,MAXON,"COLUMN HARNESS, RH",55,0,0,055-000-000
269044-01,MAXON,"F/S TUBE ASSY, .38 PUMP-PUMP",55,14,0,055-014-000
269132-01,MAXON,"PRESSURE COMP, VALVE ASSY 3GPM",55,10,0,055-010-000
269222-03,MAXON,"ARM, OPENER LH",55,0,0,055-000-000
269222-04,MAXON,"ARM, OPENER R/H",55,0,0,055-000-000
269222-04G,MAXON,"ARMS, OPENER",55,0,0,055-000-000
269222-05G,MAXON,"ASSEMBLY, OPENER LH",55,1,0,055-001-000
269222-06G,MAXON,"ASSEMBLY, OPENER  RH",55,1,0,055-001-000
269227-01,MAXON,"PIN, COLLAR",55,0,0,055-000-000
269312-01,MAXON,"COVER, COLUMN - LH",55,2,0,055-002-000
269324,MAXON,O RING,55,0,0,055-000-000
269326,MAXON,O RING,55,0,0,055-000-000
269334,MAXON,MOTOR GPSLR,55,10,0,055-010-000
269339,MAXON,"SWITCH,SOL ACT MTR ST, 12 VDC",68,5,0,068-005-000
269417,MAXON,"CARTRIDGE, POPPET 2W/2P",55,10,76,055-010-076
269539-01,MAXON,HINGE ASSY,55,0,0,055-000-000
269553-01,MAXON,"LOCKING ARM ASSEMBLY, ADJ",55,0,0,055-000-000
269575-02,MAXON,"COVER, PUMP",55,0,0,055-000-000
269692-01,MAXON,"DOOR, ENCLOSURE, PLASTIC",55,1,64,055-001-064
2-6K,DEXTER AXLE CO,AXLE,12,0,0,012-000-000
27003,GATES,FUEL HOSE,94,13,0,094-013-000
27006,GATES,"FUEL , HOSE",44,0,0,044-000-000
2701-243X57,WHITING ROLL-UP DOOR,"SPRING, DOOR, RH",72,4,64,072-004-064
27-01746,PETERBILT MOTORS CO,"STUD, AIR SPRING",16,8,0,016-008-000
270-180-01-09,MERCEDES-BENZ OF NA,"FILTER, OIL, ENGINE",45,11,5,045-011-005
27038,PERMATEX IND CORP.,OPTIMUM RED HIGH TEMP GASKET,53,11,0,053-011-000
27042,"GATES RUBBER, THE",VACUUM HOSE,50,0,0,050-000-000
27060-78158-71,TOYOTA,ALTERNATOR,266,0,0,266-000-000
27060-78158-RF,TOYOTA,"REMAN, ALTERNATOR",31,1,1,031-001-001
27060-UB050,TOYOTA,ALTERNATOR,55,0,0,055-000-000
27060-UB051,TOYOTA,ALTERNATOR ASSY,266,1,0,266-001-000
27060-UB060,ATLAS,ALTERNATOR,31,1,1,031-001-001
27101-15E2E1,GENERAL MOTORS CORP,"OIL, TRANS, TRANSYND, 668",53,999,121,053-999-121
27101-CTCS,ALLISON TRANSMISSION,"OIL, TRANS, TRANSYND, TES 668",53,999,121,053-999-121
27-102PF,POLLACK PROD CO.,"SWITCH, LIGHT, DOOR JAMB",34,4,15,034-004-015
273-10384,WALKER MFG. CO.,"SENSOR, EGR TEMP",1,2,0,001-002-000
27371002,WALTCO LIFT CORP,"PIN, ASSEMBLY",55,1,0,055-001-000
27391301,WALTCO LIFT CORP,"COVE, POWER UNIT HOLD DOWN",55,0,0,055-000-000
27463 14,FREIGHTLINER,"UPPER,LOWER,RADIATOR,ISOLATOR",42,2,188,042-002-188
2749-2108,FASCO,"SWITCH, PRESSURE, LOW",13,10,,013-010-000
27519050,WALTCO LIFT CORP,COIL SPRING /DS,55,0,0,055-000-000
27519060,WALTCO LIFT CORP,"TUBE, DS, SPRING SUPPOR",55,0,0,055-000-000
27519075,WALTCO LIFT CORP,"WALTCO TUBE, SPRING SUPPORT, C",55,0,0,055-000-000
27519080,WALTCO LIFT CORP,"COIL SPRING, CURBSIDE",55,7,0,055-007-000
27519100,WALTCO LIFT CORP,"PIN, PLATFORM",55,0,0,055-000-000
27519200,WALTCO LIFT CORP,"PIN, TORSION ARM",55,0,0,055-000-000
275491N,"BENDIX CORP, THE","VALVE, GOVERNOR, D-2",13,9,70,013-009-070
27565200,WALTCO LIFT CORP,WALTCO FLANGE BEARING ASSY,55,0,0,055-000-000
27566000,WALTCO LIFT CORP,WALTCO DRIVE SHAFT WELDMENT,55,0,0,055-000-000
27569110,WALTCO LIFT CORP,"TENSIONER, CHAIN",55,0,0,055-000-000
27569121,WALTCO TRK EQPT,"LIFTGATE CHAIN, 56.5"" SLIDE TR",55,0,0,055-000-000
27569122,WALTCO LIFT CORP,"CHAIN, WALTCO, 65.25"" TRACK, E",55,0,0,055-000-000
275707,"BENDIX CORP, THE",AIR GOVENOR,41,0,,041-000-000
27578R1,NAVISTAR,SCREW 5/8X2.00 PHC AST 12PT,53,7,6,053-007-006
27580020,WALTCO LIFT CORP,"TUBE, LIFT - HYDRAULIC CYLINDE",55,2,0,055-002-000
27595100,WALTCO LIFT CORP,"PIN, ASSEMBLY FOLDING HINGE",55,8,0,055-008-000
2760,BRIDGESTONE TIRE,TRANSFORCE HT2 LT225/75R16 TLB,17,0,0,017-000-000
27601CD,TRUCK-LITE CO,"HEADLAMP, LH LED CASCADIA",34,1,0,034-001-000
2761,BRIDGESTONE TIRE,"TIRE, T/F, HT2, LT245/75R16",17,1,2,017-001-002
27610B,TRUCK-LITE CO,HEADLAMP,34,0,0,034-000-000
276566N,"BENDIX CORP, THE","DASH VALVE, PARKING BRAKE",13,3,1,013-003-001
2766,BRIDGESTONE TIRE,"TIRE, HT2 LT235/80R17 TLBLPS",17,0,0,017-000-000
277277,"BENDIX CORP, THE","REPLAY, BRAKE, BOOSTER",13,11,,013-011-000
2774,BRIDGESTONE TIRE,TRANSFORCE HT2 LT225/75R17 TLB,17,0,0,017-000-000
277486N,"BENDIX CORP, THE","VALVE, GOVERNOR",13,0,0,013-000-000
2777,FIRESTONE TIRE&RBBR,"TIRE, T/F, AT2, LT245/75R17",17,1,2,017-001-002
27813982,WALTCO LIFT CORP,ROUND BAR,55,0,0,055-000-000
27813983,WALTCO LIFT CORP,"PIN, CRUSHED END",55,0,0,055-000-000
278483,"BENDIX CORP, THE",QUICK RELEASE VALVE,13,15,0,013-015-000
2786,MURRAY CLIMATE CNTRL,"CLUTCH, FAN",42,3,13,042-003-013
278614N,"BENDIX CORP, THE","VALVE, DOUBLE CHECK",13,7,60,013-007-060
27866001ZN,MAXON,"WALTCO DRIVE SHAFT, ZINC",65,1,0,065-001-000
27869000,WALTCO LIFT CORP,"MOTOR, HYDRAULIC, LIFTGATE",55,14,2,055-014-002
2789522,CLARKE,"KINGPIN, STEERING",266,4,0,266-004-000
27-PPV-A55R,FREIGHTLINER,"VALVE, PRESSURE PROTECT",13,10,389,013-010-389
27-PPV-A85R,IMI NORGREN,"VALVE, PROTECTION, PRESSURE",13,10,389,013-010-389
27-PPV-B55R,IMI NORGREN,"VALVE, PROTECTION, PRESSURE",13,10,389,013-010-389
27-SNC-110R,IMI NORGREN,"SOLENOID, 3-WAY VALVE ASSEMBLY",13,10,394,013-010-394
27-SWA-110R,IMI NORGREN,"SWITCH, BRAKE, AIR MANAGEMENT",13,10,392,013-010-392
27-SWB-303R,IMI NORGREN,"SWITCH, AIR MANAGE, PARK",13,10,392,013-010-392
280067,MAXON,"ARM, WELDMENT",55,1,7,055-001-007
28010,TENNANT,"BEARING, BALL",53,16,0,053-016-000
280103,MAXON,"PIN, LIFTGATE PLATFORM",55,1,0,055-001-000
280194,MAXON,"PIN, CHAIN SUPPORT",55,1,0,055-001-000
280195,MAXON,"PIN, LIFTGATE CHAIN ARM",55,1,22,055-001-022
280223-03,MAXON,"HP HOSE ASSY 3/8"" X196""",55,10,0,055-010-000
280228,MAXON,PUMP BOX COVER SINGLE,55,14,1,055-014-001
280241,MAXON,"PUMP BOX, SINGLE, ASSY",55,14,1,055-014-001
280252,MAXON,"BOX, CONTROL SWITCH",55,0,0,055-000-000
280283-01,MAXON,"LOCKING,ROUND,WEDGE",55,1,7,055-001-007
280394,MAXON,"SOLENOID, 3 POLE",55,1,0,055-001-000
280404,MAXON,"CABLE, ASSY",55,1,1,055-001-001
280495-01,MAXON,"PIN,WELDMENT",55,1,7,055-001-007
280505-02,MAXON,TEAR DROP ASSY R/H,55,0,0,055-000-000
280578-01,MAXON,"VALVE, HYDRAULIC LOCK",55,0,0,055-000-000
280628-01,MAXON,"BMRAW, HARD LINE",55,10,134,055-010-134
280644-01,MAXON,"SHACKLE, ANCHOR - MAXON",55,1,0,055-001-000
280663-02,MAXON,"CYLINDER, HYDRAULIC LIFT",55,3,0,055-003-000
280693-01,MAXON,"HARNESS, FLEXIBLE",55,0,0,055-000-000
280706-01,MAXON,"RUNNER ASSY, RH",55,0,0,055-000-000
280706-03,MAXON,RUNNER ASSEMBLY RH,55,1,1,055-001-001
280806-01,MAXON,"FILLER, BREATHER",55,2,2,055-002-002
280809N,"BENDIX CORP, THE",CHECK VALVE,13,9,1,013-009-001
280826-02G,MAXON,"HEADER KIT, LIGHT MOUNT",55,0,0,055-000-000
280950-01,CROWN,"SPRING, TORSION",55,1,72,055-001-072
28100-20553-71,TOYOTA,Toyota Starter,266,0,0,266-000-000
28100-36770-71,TOYOTA,"STARTER, STARTER ASSY",33,0,0,033-000-000
281040-01,MAXON,"CYLINDER, 3.5 BORE X 12.50",26,11,46,026-011-046
281319-02,CROWN,"SPRING, TORSION",55,1,71,055-001-071
281414-01,MAXON,"BAR, TORSION - LH",55,1,0,055-001-000
281414-02,MAXON,"BAR, TORSION - RH",55,1,0,055-001-000
281459N,"BENDIX CORP, THE",INVERSION VALVE,13,3,3,013-003-003
281810-01,MAXON,"D.C MOTOR ASSEMBLY, LIFT GATE",55,14,0,055-014-000
28181-2,AUTOCAR,"FILTER, DEF, KIT",43,7,159,043-007-159
281823-01,MAXON,2 WAY VALVE,55,14,22,055-014-022
281824-01,MAXON,SOLENOID,55,14,22,055-014-022
281835-01,MAXON,"PUMP, SERVICE - MAXON",55,15,0,055-015-000
281843-01,HALDEX,"SOLENOID, SWITCH, STARTER",55,14,22,055-014-022
281924N,"BENDIX CORP, THE","VALVE, DRAIN",13,0,0,013-000-000
282-0108,DENSO INTL AMERICA,STARTER,32,2,1,032-002-001
282277-01,MAXON,"PIN, MAXON OPENER",55,1,19,055-001-019
282366-60,TRAMEC,HOSE,13,17,10,013-017-010
282402.01,AUTOMANN,"CAMSHAFT, S, BRAKE, LH",13,2,29,013-002-029
282402.02,AUTOMANN,"CAMSHAFT, S, BRAKE, RH",13,2,29,013-002-029
282505-01G,MAXON,OPENER ASSY,55,1,19,055-001-019
282621-03,MAXON,CONNECTOR BAR WELDMENT,55,0,0,055-000-000
282626-01,MAXON,"VALVE, HYDRAULIC LOCK",55,0,0,055-000-000
282824-02,MAXON,"SWITCH ASSEMBLY, 5 WIRE",53,5,21,053-005-021
282854-01,MAXON,U BOLT,55,0,0,055-000-000
282999-01,MAXON,"SOLENOID, DOWN",55,10,76,055-010-076
2830559,CUMMINS ENGINE CO,"GASKET, COOLER, OIL",45,12,4,045-012-004
283061-01,MAXON,12 VDC POWER UNIT,65,0,0,065-000-000
283081-01,MAXON,PRIMARY POWER UNIT,55,0,0,055-000-000
283085-01,MAXON,"MAXON BOX ASSY, D/PUMP,BMRSD",55,15,0,055-015-000
283095-01,MAXON,"ASSY, PUMP BOX",55,14,1,055-014-001
283100-01,MAXON,"12 VDC P/UNIT, 204, NO BLOCK",55,10,0,055-010-000
283102-01,MAXON,"FILTER, OIL, HYDRAULIC",55,10,151,055-010-151
283303-01,MAXON,LIFTGATE WIRING HARNESS,55,0,,055-000-000
2837201,CUMMINS ENGINE CO,"ACTUATOR, TURBOCHARGER",43,4,74,043-004-074
283730-01,MAXON,"GREASED PIN,3.125""LGX1"" DIA",55,0,0,055-000-000
283730-03,MAXON,"PIN 5"" LONG",55,0,0,055-000-000
283951-01,MAXON,"PIN, CLEVIS",55,1,1,055-001-001
283990-02,MAXON,"SUPPORT, WELDMENT",55,0,0,055-000-000
284070-03,MAXON,"PIN, P/F & RUNNER",55,0,0,055-000-000
284080-01,MAXON,"SWITCH, SOLENOID",55,14,22,055-014-022
284380-01G,MAXON,"PARALLEL ARM, GALV",55,1,1,055-001-001
284384-01,MAXON,PARALLEL ARM ASSY,55,1,21,055-001-021
284549-01G,MAXON,"PLATE, LATCH SPRT, GALV",55,1,1,055-001-001
284563-01,MAXON,SWITCH,55,2,,055-002-000
284568-01,MAXON,"TORSION SPRING 3/8"" OD",55,1,1,055-001-001
284604-01,MAXON,"COLUMN, COVER- RH",55,0,0,055-000-000
284645-01,MAXON,"LATCH WELD'T, GPTLR PLATFORM",55,1,1,055-001-001
284915-505,MAXON,MAXON SIDE LIFT GATE,55,1,1,055-001-001
284924-01,MAXON,"LEVER ROD WELDM'T, RA",55,1,0,055-001-000
285133-02,MAXON,COUPLING-OUTSIDE RH,55,10,127,055-010-127
28531,TRUCK-LITE CO,CARRIER ASSY GLASS,2,10,9,002-010-009
285371-02,MAXON,"LAMP, S/T MAXON",30,0,0,030-000-000
285509-01,MAXON,UP AND DOWN SWITCH,55,0,0,055-000-000
285512-01,MAXON,SW&CBL ASSY MOLDED 6POSN,55,0,0,055-000-000
285563-01,MAXON,PIN,55,0,0,055-000-000
285728-01,MAXON,TORSION BAR,55,1,16,055-001-016
285882-01,MAXON,LATCH ASSY,55,1,43,055-001-043
285963-01,MAXON,"PIN, HINGE",55,0,0,055-000-000
285992-03,MAXON,285992-03,55,0,0,055-000-000
286171N,"BENDIX CORP, THE",FOOT BRAKE VALVE,13,0,0,013-000-000
286221-01G,MAXON,"COLUMN WLDMT, LH, GALV",55,1,1,055-001-001
286226-02,MAXON,"MAXON HOLDER, RUNNER RH, CASTI",55,0,,055-000-000
286232-01,MAXON,HOSE/CABLE ASSY,55,10,207,055-010-207
286234-01,MAXON,"BMRB, TANDEM ASSY.",55,0,0,055-000-000
286240-301,MAXON,"COLUMN, TIMER, RH",55,0,0,055-000-000
286241-01G,MAXON,"WELDMENT,COLUMN",55,2,1,055-002-001
286265-01,MAXON,"COVER, RH COLUMN",55,10,0,055-010-000
286269-01,MAXON,MAXON PIN SST 1 DIA X 2.78LG,53,7,25,053-007-025
286281-01,MAXON,"CYLINDER ASSEMBLY D/ACT, 2.75",55,10,0,055-010-000
286282-01,MAXON,"F/S TUBE ASSY, LIFT LINE BMRB",55,0,0,055-000-000
286283-01,MAXON,"F/S TUBE ASSY, RETURN LINE",55,0,0,055-000-000
286289-01,MAXON,ROLLER AXLE,55,2,0,055-002-000
286295-01,MAXON,GUSSET,55,1,5,055-001-005
286296-01,MAXON,"TUBE ASSY, .25 F/S",55,10,129,055-010-129
286298-01,MAXON,"TUBE ASSY, .25 F/S",55,10,129,055-010-129
286324-01G,MAXON,"RUNNER WELDMENT, RH, GALV.",55,0,,055-000-000
286335-01,MAXON,"CYLINDER, HYDRAULIC",55,10,4,055-010-004
286335-02,MAXON,"HYDRAULIC, CYLINDER",55,0,0,055-000-000
2864080,CUMMINS ENGINE CO,"GASKET, CYLINDER HEAD",45,7,7,045-007-007
286445-01,MAXON,"TORSION,BAR",55,1,27,055-001-027
286445-03,MAXON,MAXON TORSION BAR,55,10,1,055-010-001
2864516,VOLVO,ETR CNT MDL WRG HARNESS,40,0,0,040-000-000
2864897,CUMMINS ENGINE CO,"TUBE, OIL FILLER",40,0,0,040-000-000
2865048,CUMMINS ENGINE CO,"SEAL, FUEL, D RING",44,3,31,044-003-031
286555-03,MAXON,CHANNEL-GUARD 8FT ONE LIP,55,10,0,055-010-000
2866337,CUMMINS ENGINE CO,"GASKET, MODULE, DPF",43,6,19,043-006-019
2866636,CUMMINS ENGINE CO,"GASKET, AFTERTREATMENT, INLET",43,6,13,043-006-013
286759-01,MAXON,"MAXON SPACER, SST .06 THICK",55,0,,055-000-000
28682,"BOWER, FEDERAL-MOGUL","BEARING, CONE",18,2,0,018-002-000
286850-663MG,MAXON,"PLATFORM, ALUMINUM",55,0,0,055-000-000
286870-16MG,MAXON,"F/O & ARR ASSY, AL85X42MG",55,0,0,055-000-000
286880-05,MAXON,"ASSEMBLY, OPENER BMRB-LH",55,0,0,055-000-000
286880-06,MAXON,"BMR, OPENER ASSEMBLY - RH",55,0,0,055-000-000
286880-09,MAXON,"OPERNER ARM, LH",55,0,0,055-000-000
2869220,CUMMINS ENGINE CO,"CAP, RETAINER",45,10,34,045-010-034
2869751,CUMMINS ENGINE CO,"FLYWHEEL, ENGINE",45,4,4,045-004-004
28699-01,"HUTCHENS INDS, INC.","BOLT, 1-8 X 5 LONG, TQ ARM",16,18,14,016-018-014
2870059,CUMMINS ENGINE CO,"HOSE, VENTILATION, CRANKCASE",45,14,1,045-014-001
2870073,CUMMINS ENGINE CO,"HARNESS,WIRING",45,2,74,045-002-074
2870121,CUMMINS ENGINE CO,"GASKET, COVER, FRONT",45,1,20,045-001-020
2870214,CUMMINS ENGINE CO,"GASKET, COVER, VALVE",45,8,48,045-008-048
2870215,FREIGHTLINER,"ISOLATOR, NOISE",45,8,250,045-008-250
2870242,CUMMINS ENGINE CO,"HEAD, FILTER, COOLANT",42,7,3,042-007-003
2870249,CUMMINS ENGINE CO,"PUMP, COOLANT",42,4,,042-004-000
2871314,NAVISTAR,"GASKET,HAND HOLE",26,1,53,026-001-053
2871451,CUMMINS ENGINE CO,"GASKET, MODULE, AFTERTREATMENT",43,6,,043-006-000
2871452,CUMMINS ENGINE CO,"GASKET, MODULE, AFTERTREATMENT",43,6,13,043-006-013
2871453,CUMMINS ENGINE CO,"GASKET, DPF PO2",43,1,0,043-001-000
2871469RX,CUMMINS ENGINE CO,"MODULE, INLET, CATALYST",43,7,114,043-007-114
2871541,CUMMINS ENGINE CO,"CONNECTOR, EXHAUST, ELBOW",43,6,134,043-006-134
287165-01,MAXON,"FLEX CABLE, HARNESS",55,1,100,055-001-100
28716A,FREIGHTLINER,GLASS ASSY.,2,10,9,002-010-009
28717A,TRUCK-LITE CO,"MIRROR, LOWER, CONVEX",2,10,26,002-010-026
28718,TRUCK-LITE CO,"ACTUATOR, KIT-ELEC W/ HARDWARE",2,10,84,002-010-084
2871861,CUMMINS ENGINE CO,"CLAMP, V BAND, AFTERTREATMENT",43,6,,043-006-000
2871862,CUMMINS ENGINE CO,"CLAMP, V BAND, AFTERTREATMENT",43,6,72,043-006-072
2871863,CUMMINS ENGINE CO,"CLAMP, V BAND, AFTERTREATMENT",43,6,,043-006-000
2871878,PETERBILT MOTORS CO,INJECTOR-DOSER,43,1,0,043-001-000
2871960,CUMMINS ENGINE CO,"SENSOR, PRESSURE, DIFFERENTIAL",43,6,67,043-006-067
2872288,CUMMINS ENGINE CO,"CONNECTOR, INJECTOR, FUEL",44,4,,044-004-000
2872298,CUMMINS ENGINE CO,"SENSOR, NITROGEN OXIDE",43,1,165,043-001-165
2872298NX,CUMMINS ENGINE CO,"SENSOR, NOX, REMANUFACTURED",43,1,165,043-001-165
2872467,PETERBILT MOTORS CO,TEMP. SENSOR,43,1,0,043-001-000
2872468,CUMMINS ENGINE CO,"SENSOR, TEMPERATURE",43,1,0,043-001-000
2872509,CUMMINS ENGINE CO,"SEAL, O-RING, PUMP, FUEL",44,3,,044-003-000
2872513,CUMMINS ENGINE CO,"GASKET, COVER, FUEL PUMP",44,3,7,044-003-007
2872545RX,CUMMINS ENGINE CO,FUEL PUMP,44,3,,044-003-000
2872663,CUMMINS ENGINE CO,"GASKET, BODY, FUEL PUMP",44,3,88,044-003-088
2872858,CUMMINS ENGINE CO,"SENSOR, TEMPERATURE, EXHAUST",43,1,,043-001-000
287433-01,MAXON,"ASSEMBLY, UPPER PAD, LH RUNNER",55,0,0,055-000-000
287433-02,MAXON,"ASSEMBLY, UPPER PAD, RH RUNNER",55,0,0,055-000-000
287434-01,MAXON,"ASSEMBLY, BOTTOM PAD, LH RUNNE",55,0,0,055-000-000
287434-02,MAXON,"ASSEMBLY, BOTTOM PAD, RH RUNNE",55,0,0,055-000-000
2874658,CUMMINS ENGINE CO,"SUPPORT,ACCESSORY",31,1,38,031-001-038
28748,TRUCK-LITE CO,"SHELL, MIRROR, LH, CHROME",2,10,106,002-010-106
28749,TRUCK-LITE CO,"SHELL, MIRROR, RH, CHROME",2,10,106,002-010-106
287518-05,MAXON,RA ELECTRICAL KIT,55,29,,055-029-000
287528-01,MAXON,"ASSEMBLY, ARM - LIFTGATE",55,1,36,055-001-036
287530-02,MAXON,"HINGE,ARR,CASTING,ZINC,PLATE",55,1,36,055-001-036
287568-01,MAXON,MAXON TORSION BAR,55,11,,055-011-000
287575-01,MAXON,"PIN-LOCKING WLDMT, ARR",55,3,9,055-003-009
287580-01G,MAXON,MAXON PINION DRIVE ASSY,55,10,0,055-010-000
28763,"GROTE INDS, INC.","MIRROR, CONVEX, OVER DOOR",2,10,26,002-010-026
287664-01,MAXON,"HYDRAULIC LINE, F/S TUBE ASSY",55,10,22,055-010-022
287767-01,MAXON,"BRACKET, REINFORCEMENT RH",77,0,0,077-000-000
287767-02,MAXON,"BRACKET, REINFORCEMENT LH",77,0,0,077-000-000
2878378,NAVISTAR,"TUBE,WATER OUTLET",42,4,17,042-004-017
287903-01,MAXON,CONTROL SWITCH,53,17,1,053-017-001
