PART,MANUFACTURER,DESCRIPTION,NOTES,Review Notes,MANF_PARTMFR,MANF_PARTMFR_NAME,MANF_PARTNUMBER,Match,MANF_SPARTNUMBER,VMRS,SYSTEM_,ASSEMBLY_,COMPONENT_
22-75836-000,FREIGHTLINER,"COMPRESSOR,A/C",,,FRGHT,FREIGHTLINER CORPORATION,22-75836-000,1.0,2275836000,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
2523910C91,INTERNATIONAL,A/C COMPRESSOR HOSE,,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,2523910C91,1.0,2523910C91,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
300-3850A,MEI AIR SOURCE,"COMPRESSOR - A/C, 160 MM, DKS",,,MEIXX,MEI CORPORATION,300-3850A,1.0,3003850A,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
300-4259,DONOVAN ENTERPRISES,SANDEN SHD COMP 8 GR 119MM,,,TTACX,TTAC PARTS CORP,300-4259,1.0,3004259,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
330-2380,INTERNATIONAL,A/C COMPRESSOR,,,ROGTH,RIG TOUGH INC,330-2380,1.0,3302380,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
330-2398,SANDEN INTL,SANDEN SHD COMP 7 GR 126MM,,,ROGTH,RIG TOUGH INC,330-2398,1.0,3302398,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
330-2616,PETERBILT MOTORS CO,SANDEN SHD COMP 8GR 123MM,,,ROGTH,RIG TOUGH INC,330-2616,1.0,3302616,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
3611894C94,NAVISTAR,"COMPRESSOR, A/C",,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,3611894C94,1.0,3611894C94,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
3628699C4,INTERNATIONAL,"COMPRESSOR, AIR CONDITIONING",,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,3628699C4,1.0,3628699C4,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
3808548C4,NAVISTAR,"COMPRESSOR, AC",,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,3808548C4,1.0,3808548C4,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
3863068C4,NAVISTAR,"COMPRESSOR, AIR COND ASSY",,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,3863068C4,1.0,3863068C4,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
3863440C4,INTERNATIONAL,COMPRESSOR,,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,3863440C4,1.0,3863440C4,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
4034409C4,NAVISTAR,"COMPRESSOR, AIR CON ASSY",,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,4034409C4,1.0,4034409C4,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
4158126C1,INTERNATIONAL,A/C COMPRESSOR,,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,4158126C1,1.0,4158126C1,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
4417,FREIGHTLINER,REFRIDGERANT,,,SNDIN,"SANDEN INTERNATIONAL (USA), INC.",4417,1.0,4417,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
51416,FREIGHTLINER,COMPRESSOR,,,AIRSO,AIR SOURCE OF MEI CORPORATION,51416,1.0,51416,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
5406,SANDEN INTL,"COMPRESSOR, AIR CONDITIONING",,,SNDIN,"SANDEN INTERNATIONAL (USA), INC.",5406,1.0,5406,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
5W1Z-19V703-AA,FORD MOTOR CO,"COMPRESSOR, ASSY",,,FORDX,"FORD, A DIVISION OF FORD MOTOR CO.",5W1Z-19V703-AA,1.0,5W1Z19V703AA,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
68641,IMPORT DIRECT BRAKES,A/C COMPRESSOR,,,ORELY,O'REILLY AUTO PARTS,68641,1.0,68641,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
6U9Z-19703-A,FORD MOTOR CO,COMPRESSOR ASY,,,FORDX,"FORD, A DIVISION OF FORD MOTOR CO.",6U9Z-19703-A,1.0,6U9Z19703A,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
78362,MURRAY TEMP CONTROL,"COMPRESSOR, A/C",,,ORELY,O'REILLY AUTO PARTS,78362,1.0,78362,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
78377,MURRAY CLIMATE CNTRL,"COMPRESSOR, AC",,,ORELY,O'REILLY AUTO PARTS,78377,1.0,78377,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
82768117,VOLVO,"CLUTCH, A/C COMPRESSOR",,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",82768117,1.0,82768117,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
82768126,VOLVO,"COMPRESSOR, A/C",,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",82768126,1.0,82768126,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
830.31048,AUTOMANN,"COMPRESSOR, A/C",,,AUTMN,"AUTOMANN, INC",830.31048,1.0,83031048,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
84208259,GENERAL MOTORS CORP,"KIT, COMPRESSOR",,,GMXXX,GENERAL MOTORS CORPORATION,84208259,1.0,84208259,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
85147412,VOLVO,COMPRESSOR,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",85147412,1.0,85147412,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
86811109,GENERAL MOTORS CORP,"KIT, COMPRESSOR",,,GMXXX,GENERAL MOTORS CORPORATION,86811109,1.0,86811109,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
8-97251-341-1,ISUZU MOTORS LTD,"COMPRESSOR, A/C",,,ISUZU,"AMERICAN ISUZU MOTORS, INC.",8-97251-341-1,1.0,8972513411,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
98324,MURRAY CLIMATE CNTRL,AC COMPRESSOR,,,ORELY,O'REILLY AUTO PARTS,98324,1.0,98324,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
98465,OREILLY AUTO PARTS,COMPRESSOR,,,ORELY,O'REILLY AUTO PARTS,98465,1.0,98465,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
ABP N83 2025 04819,ALLIANCE PARTS,"COMPRESSOR, A/C",,,ABPXX,ALLIANCE TRUCK PARTS,ABP N83 2025 04819,1.0,ABPN83202504819,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
ACC3421,VOLVO,SANDEN STD COMPRESSOR 6 GR 125,,,ROADC,ROAD CHOICE TRUCK PARTS,ACC3421,1.0,ACC3421,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
BC3Z-19703-D,FORD MOTOR CO,AC COMPRESSOR,,,FORDX,"FORD, A DIVISION OF FORD MOTOR CO.",BC3Z-19703-D,1.0,BC3Z19703D,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
CL3Z-19703-C,FORD MOTOR CO,A/C COMPRESSOR,,,FORDX,"FORD, A DIVISION OF FORD MOTOR CO.",CL3Z-19703-C,1.0,CL3Z19703C,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
CO-2141CA,INTERNATIONAL,A/C COMPRESSOR,,,SUNAR,SUNAIR PRODUCTS INC,CO-2141CA,1.0,CO2141CA,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
CTT00002335,OTTAWA TRUCKS NA,A/C COMPRESSOR,,,OTTST,"OTTAWA TRUCK DIV., GULF WESTERN MFG. CO.",CTT00002335,1.0,CTT00002335,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
F69-1013,"PACCAR, INC.","COMPRESSOR, A/C",,,PACCR,PACCAR CORPORATION,F69-1013,1.0,F691013,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
F69-1028-111,"PACCAR, INC.","COMPRESSOR A/C, SLIMLINE",,,PACCR,PACCAR CORPORATION,F69-1028-111,1.0,F691028111,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
F69-1028-131,KENWORTH TRUCK CO,COMPRESS R1G3,,,PACCR,PACCAR CORPORATION,F69-1028-131,1.0,F691028131,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
F69-6007-112,PETERBILT MOTORS CO,"COMPRESSOR-A/C, O-RING",,,PACCR,PACCAR CORPORATION,F69-6007-112,1.0,F696007112,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
F69-6007-114,KENWORTH TRUCK CO,"COMPRESSOR, A/C",,,PACCR,PACCAR CORPORATION,F69-6007-114,1.0,F696007114,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
F69-6007-121,"PACCAR, INC.","COMPRESSOR,A/C",,,PACCR,PACCAR CORPORATION,F69-6007-121,1.0,F696007121,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
FLT4815Q,FLEETRITE,"COMPRESSOR, A/C",,,FLTRT,FLEETRITE,FLT4815Q,1.0,FLT4815Q,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
JX6Z-19703-B,FORD MOTOR CO,A/C COMPRESSOR,,,FORDX,"FORD, A DIVISION OF FORD MOTOR CO.",JX6Z-19703-B,1.0,JX6Z19703B,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
LF4377,TRP PARTS,HVAC COMPRESSOR -R134A,,,PACCR,PACCAR CORPORATION,LF4377,1.0,LF4377,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
LF4391,SANDEN INTL,A/C COMPRESSOR-SHD  R134A PV8,,,PACCR,PACCAR CORPORATION,LF4391,1.0,LF4391,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
LF4398,KENWORTH TRUCK CO,COMPRESSOR-A/C R134A,,,PACCR,PACCAR CORPORATION,LF4398,1.0,LF4398,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
LF4577,CLIMATECH INDS,"COMPRESSOR, A/C",,,PACCR,PACCAR CORPORATION,LF4577,1.0,LF4577,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
MEI 300-3849,FREIGHTLINER,DENSO 10S15C OEM COMPRESSOR,,,TTACX,TTAC PARTS CORP,300-3849,0.0,3003849,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
MEI 300-4259,FREIGHTLINER,SANDEN SHD COMP 8 GR 119MM,,,TTACX,TTAC PARTS CORP,300-4259,0.0,3004259,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
PTAC5347,OTR - OVER THE ROAD,AC COMPRESSOR,,,FLETP,FLEETPRIDE,PTAC5347,1.0,PTAC5347,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
SKI 4108U,FREIGHTLINER,"COMP-AC, REFRIGERANT, HDEP",,,SNDIN,"SANDEN INTERNATIONAL (USA), INC.",4108U,0.0,4108U,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
SKI 4314AF,FREIGHTLINER,AC COMPRESSOR,,,SNDIN,"SANDEN INTERNATIONAL (USA), INC.",4314AF,0.0,4314AF,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
SKI 4417,SANDEN INTL,"COMPRESSOR, A/C",,,SNDIN,"SANDEN INTERNATIONAL (USA), INC.",4417,0.0,4417,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
SKI4430,SANDEN INTL,"COMPRESSOR, A/C",,,SNDIN,"SANDEN INTERNATIONAL (USA), INC.",4430,0.0,4430,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
300-4387QS,INTERNATIONAL,QCC AFT COMP 6 GR 119MM 12V,UNABLE TO VERIFY,,,,,,,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
304QP10S151,FREIGHTLINER,A/C COMPRESSOR 163MM,UNABLE TO VERIFY,,,,,,,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
54971-1,SANDEN INTL,A/C COMPRESSOR,UNABLE TO VERIFY,,,,,,,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
9611863,GPD,"KIT, COMPRESSOR",UNABLE TO VERIFY,,,,,,,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
971050,NAPA,A/C COMPRESSOR W/ CLUTCH,UNABLE TO VERIFY,,,,,,,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
N83 2020 21031,FREIGHTLINER,COMP 10S15C 163MM PV,UNABLE TO VERIFY,,,,,,,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
N83 2020 22496,ALLIANCE PARTS,"COMPRESSOR, A/C, 8 GROOVE",UNABLE TO VERIFY,,,,,,,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
N83 2020 22530,ALLIANCE PARTS,AC COMPRESSOR,UNABLE TO VERIFY,,,,,,,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
N83 2025 04485,FREIGHTLINER,A/C COMPRESSOR SD7H15,UNABLE TO VERIFY,,,,,,,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
N83202022529,ALLIANCE PARTS,"COMPRESSOR, AC",UNABLE TO VERIFY,,,,,,,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
N83-2020-2253,ALLIANCE PARTS,A/C COMPRESSOR,UNABLE TO VERIFY,,,,,,,001-001-002,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,COMPRESSOR - AIR CONDITIONING
A12-29038-000,FREIGHTLINER,AIR COMPRESSOR DISCHARGE HOSE,,,FRGHT,FREIGHTLINER CORPORATION,A12-29038-000,1.0,A1229038000,001-001-027,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,TUBE - DISCHARGE CROSSOVER
1890328C1,INTERNATIONAL,"SEAL, TUBE, CROSSOVER",,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,1890328C1,1.0,1890328C1,001-001-028,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,O-RING - DISCHARGE CROSSOVER TUBE
22-68427-000,FREIGHTLINER,"SEAL, O-RING",,,FRGHT,FREIGHTLINER CORPORATION,22-68427-000,1.0,2268427000,001-001-030,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,"SEAL - COMPRESSOR SHAFT, AIR CONDITIONING"
ABP N83 2020 22530,ALLIANCE PARTS,COMP 10S15C PV8 140M,,,ABPXX,ALLIANCE TRUCK PARTS,ABP N83 2020 22530,1.0,ABPN83202022530,001-001-037,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,"PULLEY - DRIVEN, AIR CONDITIONING COMPRESSOR"
4627309AC,DODGE,BRACKET-A/C COMPRESSOR,,,CHRYS,CHRYSLER -PLYMOUTH,4627309AC,1.0,4627309AC,001-001-047,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,"MOUNTING BRACKET - COMPRESSOR, AIR CONDITIONING"
1000463486BSM,"PACCAR, INC.",VALVE EXPANSION,,,PACCR,PACCAR CORPORATION,1000463486BSM,1.0,1000463486BSM,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
1000534258,KENWORTH TRUCK CO,EXPANSION VALVE,,,BRGSR,BERGSTROM,1000534258,1.0,1000534258,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
12-1608A,MEI AIR SOURCE,"ASSY, EXPANSION VALVE",,,TRCAR,TRUCK AIR PARTS MFG. CORP,12-1608A,1.0,121608A,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
1690,AIRSOURCE,EXPANSION VALVE,,,MEIXX,MEI CORPORATION,1690,1.0,1690,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
17990639,ULTIMASTER,"VALVE, A/C EXPANSION",,,UTLMT,UTILIMASTER CORPORATION,17990639,1.0,17990639,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
2512331C1,NAVISTAR,"VALVE, EXPANSION AIR",,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,2512331C1,1.0,2512331C1,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
2513533C1,INTERNATIONAL,VALVE ORIFICE,,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,2513533C1,1.0,2513533C1,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
2516574C91,INTERNATIONAL,EXPANSION VALVE KIT,,,NVSTR,NAVISTAR INTERNATIONAL TRANSPORTATION CORP.,2516574C91,1.0,2516574C91,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
3411903,INTERNATIONAL,EXPANSION VALVE,,,GPDXX,GLOBAL PARTS DISTRIBUTORS LLC,3411903,1.0,3411903,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
39133,MURRAY CLIMATE CNTRL,"VALVE, A/C EXPANSION",,,ORELY,O'REILLY AUTO PARTS,39133,1.0,39133,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
39292,MURRAY CLIMATE CNTRL,A/C EXPANSION VALVE,,,ORELY,O'REILLY AUTO PARTS,39292,1.0,39292,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
39441,OREILLY AUTO PARTS,EXPANSION VALVE,,,ORELY,O'REILLY AUTO PARTS,39441,1.0,39441,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
3S011516,PETERBILT MOTORS CO,KIT- EXPANSION VALVE W/PLATE,,,PACCR,PACCAR CORPORATION,3S011516,1.0,3S011516,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
540446BSM,"PACCAR, INC.","VALVE, EXPANSION, HVAC",,,PACCR,PACCAR CORPORATION,540446BSM,1.0,540446BSM,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
82795719,VOLVO,EXPANSION VALVE,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",82795719,1.0,82795719,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
82795757,VOLVO,A/C EXPANSION VALVE,,,VLVNA,"VOLVO TRUCKS NORTH AMERICA, INC.",82795757,1.0,82795757,001-001-049,"AIR CONDITIONING, HEATING AND VENTILATING SYSTEM",AIR CONDITIONING ASSEMBLY - COMPLETE,EXPANSION VALVE ASSEMBLY - HVAC SYSTEM
